Close Price,Sentiment Average,Sentiment Count,Date
412.92999267578125,0.0,0.0,2022-05-31
409.5899963378906,0.0,0.0,2022-06-01
417.3900146484375,0.0,0.0,2022-06-02
410.5400085449219,0.0,0.0,2022-06-03
410.95667521158856,-0.22315476190476194,7.0,2022-06-04
411.3733418782552,-0.2,1.0,2022-06-05
411.7900085449219,-0.4,1.0,2022-06-06
415.739990234375,0.0,0.0,2022-06-07
411.2200012207031,0.0,0.0,2022-06-08
401.44000244140625,0.03136160714285714,8.0,2022-06-09
389.79998779296875,0.01807215007215007,15.0,2022-06-10
384.8666585286458,0.0,0.0,2022-06-11
379.93332926432294,0.14578018707482993,14.0,2022-06-12
375.0,0.0,0.0,2022-06-13
373.8699951171875,0.0,0.0,2022-06-14
379.20001220703125,0.0,0.0,2022-06-15
366.6499938964844,0.0,0.0,2022-06-16
365.8599853515625,0.0,0.0,2022-06-17
368.16249084472656,0.0,0.0,2022-06-18
370.4649963378906,0.0,0.0,2022-06-19
372.7675018310547,0.0,0.0,2022-06-20
375.07000732421875,0.005033549783549774,15.0,2022-06-21
374.3900146484375,0.0,0.0,2022-06-22
378.05999755859375,-0.06300595238095238,10.0,2022-06-23
390.0799865722656,0.03611111111111113,3.0,2022-06-24
389.5833231608073,0.0,0.0,2022-06-25
389.08665974934894,-0.07286969696969697,10.0,2022-06-26
388.5899963378906,0.0,0.0,2022-06-27
380.6499938964844,-0.08507495590828924,12.0,2022-06-28
380.3399963378906,0.0,0.0,2022-06-29
377.25,0.0,0.0,2022-06-30
381.239990234375,0.0,0.0,2022-07-01
381.4199905395508,0.0,0.0,2022-07-02
381.59999084472656,0.0,0.0,2022-07-03
381.77999114990234,0.08182744107744108,10.0,2022-07-04
381.9599914550781,0.0,0.0,2022-07-05
383.25,0.0,0.0,2022-07-06
388.989990234375,0.0,0.0,2022-07-07
388.6700134277344,0.0,0.0,2022-07-08
387.1900126139323,0.0,0.0,2022-07-09
385.7100118001302,0.0,0.0,2022-07-10
384.2300109863281,0.0,0.0,2022-07-11
380.8299865722656,0.18517379679144386,17.0,2022-07-12
378.8299865722656,0.0,0.0,2022-07-13
377.9100036621094,0.0,0.0,2022-07-14
385.1300048828125,0.0,0.0,2022-07-15
384.07000732421875,0.0,0.0,2022-07-16
383.010009765625,0.0,0.0,2022-07-17
381.95001220703125,0.0,0.0,2022-07-18
392.2699890136719,0.2485218253968254,10.0,2022-07-19
394.7699890136719,0.0,0.0,2022-07-20
398.7900085449219,0.0,0.0,2022-07-21
395.0899963378906,0.0,0.0,2022-07-22
395.25,0.0,0.0,2022-07-23
395.4100036621094,0.0,0.0,2022-07-24
395.57000732421875,0.0,0.0,2022-07-25
390.8900146484375,0.16869658119658124,13.0,2022-07-26
401.0400085449219,0.0,0.0,2022-07-27
406.07000732421875,0.0,0.0,2022-07-28
411.989990234375,0.03,1.0,2022-07-29
411.5833231608073,0.3247023809523809,9.0,2022-07-30
411.17665608723956,0.0,0.0,2022-07-31
410.7699890136719,0.0,0.0,2022-08-01
408.05999755859375,0.0,0.0,2022-08-02
414.45001220703125,0.0,0.0,2022-08-03
414.1700134277344,0.0,0.0,2022-08-04
413.4700012207031,0.0,0.0,2022-08-05
413.30999755859375,0.0,0.0,2022-08-06
413.1499938964844,0.0,0.0,2022-08-07
412.989990234375,0.0,0.0,2022-08-08
411.3500061035156,0.0,0.0,2022-08-09
419.989990234375,0.0,0.0,2022-08-10
419.989990234375,0.0,0.0,2022-08-11
427.1000061035156,0.0,0.0,2022-08-12
427.68666585286456,0.0,0.0,2022-08-13
428.27332560221356,0.0,0.0,2022-08-14
428.8599853515625,0.0,0.0,2022-08-15
429.70001220703125,0.0,0.0,2022-08-16
426.6499938964844,0.0,0.0,2022-08-17
427.8900146484375,0.0,0.0,2022-08-18
422.1400146484375,0.0,0.0,2022-08-19
419.2100118001302,0.0,0.0,2022-08-20
416.28000895182294,0.0,0.0,2022-08-21
413.3500061035156,0.0,0.0,2022-08-22
412.3500061035156,0.0,0.0,2022-08-23
413.6700134277344,0.0,0.0,2022-08-24
419.510009765625,0.0,0.0,2022-08-25
405.30999755859375,0.0,0.0,2022-08-26
404.4166666666667,0.0,0.0,2022-08-27
403.52333577473956,0.0,0.0,2022-08-28
402.6300048828125,0.0,0.0,2022-08-29
398.2099914550781,0.0,0.0,2022-08-30
395.17999267578125,0.0,0.0,2022-08-31
396.4200134277344,-0.0411458333333333,8.0,2022-09-01
392.239990234375,0.0,0.0,2022-09-02
391.8699951171875,0.0,0.0,2022-09-03
391.5,0.0,0.0,2022-09-04
391.1300048828125,0.0,0.0,2022-09-05
390.760009765625,0.2416666666666667,7.0,2022-09-06
397.7799987792969,0.0333333333333333,2.0,2022-09-07
400.3800048828125,0.0,0.0,2022-09-08
406.6000061035156,0.0,0.0,2022-09-09
408.0566711425781,0.0,0.0,2022-09-10
409.5133361816406,0.0,0.0,2022-09-11
410.9700012207031,0.0,0.0,2022-09-12
393.1000061035156,0.0,0.0,2022-09-13
394.6000061035156,0.011024080086580092,8.0,2022-09-14
390.1199951171875,0.0,0.0,2022-09-15
385.55999755859375,0.08429942279942279,15.0,2022-09-16
386.55666097005206,0.19774350649350653,10.0,2022-09-17
387.55332438151044,0.0,0.0,2022-09-18
388.54998779296875,0.0,0.0,2022-09-19
384.0899963378906,0.1638888888888889,3.0,2022-09-20
377.3900146484375,-0.31325757575757573,11.0,2022-09-21
374.2200012207031,0.0,0.0,2022-09-22
367.95001220703125,0.1899,5.0,2022-09-23
366.73667399088544,0.4367857142857143,5.0,2022-09-24
365.52333577473956,0.06187500000000001,10.0,2022-09-25
364.30999755859375,0.125,1.0,2022-09-26
363.3800048828125,0.08116883116883117,11.0,2022-09-27
370.5299987792969,0.0,0.0,2022-09-28
362.7900085449219,0.0,0.0,2022-09-29
357.17999267578125,-0.2506324404761904,8.0,2022-09-30
360.3233235677083,0.0,0.0,2022-10-01
363.46665445963544,0.0,0.0,2022-10-02
366.6099853515625,0.11088627281809099,13.0,2022-10-03
377.9700012207031,-0.1634920634920635,14.0,2022-10-04
377.0899963378906,0.0,0.0,2022-10-05
373.20001220703125,0.0,0.0,2022-10-06
362.7900085449219,0.0,0.0,2022-10-07
361.8666687011719,0.0,0.0,2022-10-08
360.9433288574219,0.10668831168831168,11.0,2022-10-09
360.0199890136719,0.0,0.0,2022-10-10
357.739990234375,0.05158730158730161,18.0,2022-10-11
356.55999755859375,0.45,2.0,2022-10-12
365.9700012207031,0.0023438466295609204,21.0,2022-10-13
357.6300048828125,0.0,0.0,2022-10-14
360.69333902994794,0.05231481481481484,9.0,2022-10-15
363.7566731770833,0.0,0.0,2022-10-16
366.82000732421875,0.0,0.0,2022-10-17
371.1300048828125,0.0,0.0,2022-10-18
368.5,0.0,0.0,2022-10-19
365.4100036621094,0.0,0.0,2022-10-20
374.2900085449219,0.0,0.0,2022-10-21
375.81667073567706,0.0,0.0,2022-10-22
377.3433329264323,0.15000000000000002,8.0,2022-10-23
378.8699951171875,0.15451007326007324,13.0,2022-10-24
384.9200134277344,0.0,0.0,2022-10-25
382.0199890136719,0.0,0.0,2022-10-26
379.9800109863281,0.0,0.0,2022-10-27
389.0199890136719,0.0,0.0,2022-10-28
388.0833231608073,0.0,0.0,2022-10-29
387.1466573079427,0.0,0.0,2022-10-30
386.2099914550781,0.0,0.0,2022-10-31
384.5199890136719,0.38030303030303025,10.0,2022-11-01
374.8699951171875,0.2375,2.0,2022-11-02
371.010009765625,0.0,0.0,2022-11-03
376.3500061035156,0.0,0.0,2022-11-04
377.5500081380208,0.0,0.0,2022-11-05
378.75001017252606,0.0,0.0,2022-11-06
379.95001220703125,0.0,0.0,2022-11-07
382.0,-0.07046957671957672,12.0,2022-11-08
374.1300048828125,0.047857720057720085,25.0,2022-11-09
394.69000244140625,0.22924182299182297,30.0,2022-11-10
398.510009765625,0.0,0.0,2022-11-11
397.3800048828125,0.0,0.0,2022-11-12
396.25,0.10955336330336331,13.0,2022-11-13
395.1199951171875,0.3,1.0,2022-11-14
398.489990234375,0.0,0.0,2022-11-15
395.45001220703125,0.0,0.0,2022-11-16
394.239990234375,0.0,0.0,2022-11-17
396.0299987792969,0.0,0.0,2022-11-18
395.5499979654948,0.0,0.0,2022-11-19
395.0699971516927,0.0,0.0,2022-11-20
394.5899963378906,0.0,0.0,2022-11-21
399.8999938964844,0.17432659932659933,18.0,2022-11-22
402.4200134277344,0.044310893355011,17.0,2022-11-23
402.375,0.1291554279054279,13.0,2022-11-24
402.3299865722656,-0.018214285714285704,5.0,2022-11-25
400.1899922688802,0.1847773654916512,14.0,2022-11-26
398.0499979654948,0.0,0.0,2022-11-27
395.9100036621094,0.007304067460317449,24.0,2022-11-28
395.2300109863281,-0.2878306878306878,3.0,2022-11-29
407.67999267578125,0.0,0.0,2022-11-30
407.3800048828125,0.0,0.0,2022-12-01
406.9100036621094,0.28746993746993743,9.0,2022-12-02
404.4700012207031,0.09817927170868347,17.0,2022-12-03
402.0299987792969,0.2857142857142857,1.0,2022-12-04
399.5899963378906,-0.07407407407407407,4.0,2022-12-05
393.8299865722656,0.3341540404040404,6.0,2022-12-06
393.1600036621094,0.09761904761904762,7.0,2022-12-07
396.239990234375,0.23333333333333336,12.0,2022-12-08
393.2799987792969,0.38,2.0,2022-12-09
395.1700032552083,0.0,0.0,2022-12-10
397.0600077311198,0.0,0.0,2022-12-11
398.95001220703125,0.0,0.0,2022-12-12
401.9700012207031,0.012390228818800262,35.0,2022-12-13
399.3999938964844,0.0,0.0,2022-12-14
389.6300048828125,0.10639393939393935,10.0,2022-12-15
383.2699890136719,0.0,0.0,2022-12-16
382.18665568033856,0.0,0.0,2022-12-17
381.1033223470052,0.1260185185185185,9.0,2022-12-18
380.0199890136719,0.3171768707482993,7.0,2022-12-19
380.5400085449219,0.5916666666666667,6.0,2022-12-20
386.2300109863281,0.19090909090909092,11.0,2022-12-21
380.7200012207031,0.09999999999999998,2.0,2022-12-22
382.9100036621094,0.2570793249959917,9.0,2022-12-23
382.5325012207031,0.0,0.0,2022-12-24
382.1549987792969,0.0,0.0,2022-12-25
381.7774963378906,0.0,0.0,2022-12-26
381.3999938964844,0.0,0.0,2022-12-27
376.6600036621094,0.0,0.0,2022-12-28
383.44000244140625,0.0,0.0,2022-12-29
382.42999267578125,0.0,0.0,2022-12-30
382.0274963378906,0.22968750000000002,12.0,2022-12-31
381.625,0.0,0.0,2023-01-01
381.2225036621094,0.10301339285714285,1.0,2023-01-02
380.82000732421875,0.0,0.0,2023-01-03
383.760009765625,0.0,0.0,2023-01-04
379.3800048828125,0.0,0.0,2023-01-05
388.0799865722656,0.20690476190476192,14.0,2023-01-06
388.00665283203125,0.08325757575757577,10.0,2023-01-07
387.9333190917969,0.0,0.0,2023-01-08
387.8599853515625,-0.06950757575757577,11.0,2023-01-09
390.5799865722656,0.23563034188034196,13.0,2023-01-10
395.5199890136719,0.018746323529411767,5.0,2023-01-11
396.9599914550781,0.11274386724386724,10.0,2023-01-12
398.5,0.0,0.0,2023-01-13
398.31749725341797,0.2492636500823121,16.0,2023-01-14
398.13499450683594,0.0,0.0,2023-01-15
397.9524917602539,0.0,0.0,2023-01-16
397.7699890136719,0.09887254901960785,17.0,2023-01-17
391.489990234375,0.12211972055722056,26.0,2023-01-18
388.6400146484375,0.20343180482069373,27.0,2023-01-19
395.8800048828125,-0.13614046210200056,13.0,2023-01-20
397.4633382161458,-0.5,1.0,2023-01-21
399.0466715494792,0.0,0.0,2023-01-22
400.6300048828125,0.032736042692939255,29.0,2023-01-23
400.20001220703125,0.44999999999999996,3.0,2023-01-24
400.3500061035156,0.09305555555555556,6.0,2023-01-25
404.75,0.2883333333333334,14.0,2023-01-26
405.67999267578125,0.09243589743589743,13.0,2023-01-27
403.9833272298177,0.0,0.0,2023-01-28
402.2866617838542,0.0,0.0,2023-01-29
400.5899963378906,0.0,0.0,2023-01-30
406.4800109863281,0.0,0.0,2023-01-31
410.79998779296875,0.17447916666666669,8.0,2023-02-01
416.7799987792969,0.0,0.0,2023-02-02
412.3500061035156,-0.015658533385806105,11.0,2023-02-03
411.50999959309894,0.0,0.0,2023-02-04
410.6699930826823,0.0,0.0,2023-02-05
409.8299865722656,0.0,0.0,2023-02-06
415.19000244140625,0.12477675565175565,12.0,2023-02-07
410.6499938964844,0.22353936903044044,14.0,2023-02-08
407.0899963378906,0.0,0.0,2023-02-09
408.0400085449219,0.0,0.0,2023-02-10
409.6366678873698,0.0,0.0,2023-02-11
411.2333272298177,0.0,0.0,2023-02-12
412.8299865722656,-0.0022869077562753474,11.0,2023-02-13
412.6400146484375,0.2374904761904762,25.0,2023-02-14
413.9800109863281,0.21428571428571427,1.0,2023-02-15
408.2799987792969,0.10411991456738945,8.0,2023-02-16
407.260009765625,0.1698809523809524,8.0,2023-02-17
405.2175064086914,0.0,0.0,2023-02-18
403.1750030517578,0.0,0.0,2023-02-19
401.1324996948242,0.0,0.0,2023-02-20
399.0899963378906,0.033138528138528134,11.0,2023-02-21
398.5400085449219,0.0,0.0,2023-02-22
400.6600036621094,0.0889379471103609,5.0,2023-02-23
396.3800048828125,0.042423118980212414,17.0,2023-02-24
396.8300069173177,-0.0846726190476191,8.0,2023-02-25
397.28000895182294,0.025833333333333326,4.0,2023-02-26
397.7300109863281,0.0,0.0,2023-02-27
396.260009765625,0.0,0.0,2023-02-28
394.739990234375,0.010000000000000004,5.0,2023-03-01
397.80999755859375,0.10892857142857142,7.0,2023-03-02
404.19000244140625,0.27690476190476193,10.0,2023-03-03
404.28333536783856,0.3375,2.0,2023-03-04
404.3766682942708,0.2485760073260073,13.0,2023-03-05
404.4700012207031,0.06988155082197137,10.0,2023-03-06
398.2699890136719,0.014816017316017326,7.0,2023-03-07
398.9200134277344,0.0944839015151515,8.0,2023-03-08
391.55999755859375,-0.025,1.0,2023-03-09
385.9100036621094,0.1378664799253035,17.0,2023-03-10
385.72666422526044,0.14977196779828358,19.0,2023-03-11
385.54332478841144,-0.0831168831168831,5.0,2023-03-12
385.3599853515625,0.0,0.0,2023-03-13
391.7300109863281,0.0,0.0,2023-03-14
389.2799987792969,0.08119212962962966,8.0,2023-03-15
396.1099853515625,0.15499007936507936,6.0,2023-03-16
389.989990234375,0.11689195185075867,30.0,2023-03-17
391.239990234375,0.2437516200363423,6.0,2023-03-18
392.489990234375,0.6000000000000001,1.0,2023-03-19
393.739990234375,0.0,0.0,2023-03-20
398.9100036621094,0.2762400793650794,6.0,2023-03-21
392.1099853515625,0.2902777777777778,6.0,2023-03-22
393.1700134277344,0.04126984126984125,6.0,2023-03-23
395.75,0.0,0.0,2023-03-24
395.9966634114583,0.0,0.0,2023-03-25
396.2433268229167,0.0,0.0,2023-03-26
396.489990234375,0.0,0.0,2023-03-27
395.6000061035156,0.006666666666666665,5.0,2023-03-28
401.3500061035156,0.12578307562657157,15.0,2023-03-29
403.70001220703125,0.35395238095238096,10.0,2023-03-30
409.3900146484375,-0.003928571428571448,10.0,2023-03-31
409.91001383463544,0.0,0.0,2023-04-01
410.4300130208333,0.0,0.0,2023-04-02
410.95001220703125,0.0,0.0,2023-04-03
408.6700134277344,-0.19987545787545785,10.0,2023-04-04
407.6000061035156,0.575,2.0,2023-04-05
409.19000244140625,0.0,0.0,2023-04-06
409.2949981689453,0.0,0.0,2023-04-07
409.3999938964844,0.0,0.0,2023-04-08
409.50498962402344,0.0,0.0,2023-04-09
409.6099853515625,0.06565767565767568,13.0,2023-04-10
409.7200012207031,0.0,0.0,2023-04-11
408.04998779296875,-0.07174537969457753,17.0,2023-04-12
413.4700012207031,0.022569444444444448,8.0,2023-04-13
412.4599914550781,0.5096487554112554,4.0,2023-04-14
412.9533284505208,0.4750054112554113,7.0,2023-04-15
413.44666544596356,0.1755974927849928,16.0,2023-04-16
413.94000244140625,0.20166666666666666,9.0,2023-04-17
414.2099914550781,0.0,0.0,2023-04-18
414.1400146484375,0.0,0.0,2023-04-19
411.8800048828125,-0.06965763129414444,4.0,2023-04-20
412.20001220703125,0.18125,2.0,2023-04-21
412.3433430989583,-0.05,1.0,2023-04-22
412.48667399088544,-0.07752705627705628,10.0,2023-04-23
412.6300048828125,0.0,0.0,2023-04-24
406.0799865722656,0.07188570977633478,12.0,2023-04-25
404.3599853515625,0.00885416666666669,2.0,2023-04-26
412.4100036621094,0.057522381037174934,16.0,2023-04-27
415.92999267578125,0.04536939726939727,13.0,2023-04-28
415.7899983723958,0.03245741592891851,13.0,2023-04-29
415.65000406901044,0.0,0.0,2023-04-30
415.510009765625,0.2115126129015018,9.0,2023-05-01
410.8399963378906,0.1465883898487585,31.0,2023-05-02
408.0199890136719,0.3714285714285715,1.0,2023-05-03
405.1300048828125,0.042132512579289925,8.0,2023-05-04
412.6300048828125,0.06965006766525494,23.0,2023-05-05
412.6666666666667,0.14506222943722943,11.0,2023-05-06
412.7033284505208,0.0,0.0,2023-05-07
412.739990234375,0.1713101343101343,13.0,2023-05-08
410.92999267578125,0.10537474498681394,12.0,2023-05-09
412.8500061035156,0.1871338572636882,27.0,2023-05-10
412.1300048828125,0.10496707224885594,13.0,2023-05-11
411.5899963378906,0.06400134570212418,11.0,2023-05-12
412.06333414713544,0.024258432539682535,8.0,2023-05-13
412.5366719563802,0.05,1.0,2023-05-14
413.010009765625,0.0,0.0,2023-05-15
410.25,0.1069988952020202,12.0,2023-05-16
415.2300109863281,-0.046222390765563455,18.0,2023-05-17
419.2300109863281,-0.040437676427575425,11.0,2023-05-18
418.6199951171875,0.09613182920474589,18.0,2023-05-19
418.6766662597656,0.2623489071903705,15.0,2023-05-20
418.73333740234375,0.2668831168831169,3.0,2023-05-21
418.7900085449219,-0.056915266106442576,17.0,2023-05-22
414.0899963378906,0.1546300408475733,37.0,2023-05-23
411.0899963378906,0.049024470899470894,26.0,2023-05-24
414.6499938964844,0.07574995300973691,8.0,2023-05-25
420.0199890136719,-0.05799107142857141,4.0,2023-05-26
420.0599899291992,0.0,0.0,2023-05-27
420.09999084472656,0.23732999790065007,13.0,2023-05-28
420.1399917602539,-0.30000000000000004,1.0,2023-05-29
420.17999267578125,0.024665392997025647,10.0,2023-05-30
